title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
Street Light not working,https://www.fixmystreet.com/report/588812,2015-02-16 21:27:26 UTC,fixed - user,2015-02-16 21:30:16 UTC,Street lighting,2015-03-17 07:20:42 UTC,51.311146,-2.428163,Peasedown St John,"(51.311146, -2.428163)",15,377,22,1,72
Concrete on surface in Temple Inn Lane,https://www.fixmystreet.com/report/320777,2013-02-11 12:32:45 UTC,confirmed,2013-02-11 12:35:25 UTC,Roads/highways,2013-03-11 13:50:36 UTC,51.32330874,-2.539721955,Cameley,"(51.32330874, -2.539721955)",2,270,20,1,7
The wetlands of camerton,https://www.fixmystreet.com/report/128728,2010-08-12 15:23:31 UTC,confirmed,2010-08-12 15:25:03 UTC,Flytipping,2010-08-12 15:25:03 UTC,51.31893719,-2.460839033,Camerton,"(51.31893719, -2.460839033)",9,63,22,1,28
Litter on road and pavement,https://www.fixmystreet.com/report/53447,2009-04-13 22:05:04 UTC,confirmed,2009-04-13 22:10:02 UTC,Rubbish (refuse and recycling),2009-04-13 22:10:02 UTC,51.28354372,-2.490007402,Midsomer Norton Redfield,"(51.28354372, -2.490007402)",25,302,27,1,13
Blocked gully,https://www.fixmystreet.com/report/10856,2007-11-19 15:26:50 UTC,confirmed,2007-11-19 15:50:17 UTC,Roads/highways,2007-11-19 15:50:17 UTC,51.35923026,-2.347020978,Combe Down,"(51.35923026, -2.347020978)",19,117,18,1,38
Recycling overflowing again and bin bags are seagull heaven,https://www.fixmystreet.com/report/494729,2014-06-29 11:59:33 UTC,confirmed,2014-06-29 12:10:15 UTC,Rubbish (refuse and recycling),2014-06-29 12:10:15 UTC,51.389206,-2.363755,Lansdown,"(51.389206, -2.363755)",21,246,7,1,2
Deteriorating road surface,https://www.fixmystreet.com/report/186215,2011-05-24 16:25:10 UTC,fixed,2011-05-24 16:30:01 UTC,Potholes,2011-08-16 21:06:25 UTC,51.418715,-2.496888,Keynsham,"(51.418715, -2.496888)",24,172,1,1,49
Huge! big! potholes!,https://www.fixmystreet.com/report/108279,2010-04-07 11:02:46 UTC,fixed,2010-04-07 11:05:06 UTC,Potholes,2010-04-12 08:36:18 UTC,51.29564854,-2.450236826,Radstock,"(51.29564854, -2.450236826)",12,421,24,1,76
Several large deep potholes,https://www.fixmystreet.com/report/113510,2010-05-07 16:03:45 UTC,fixed,2010-05-08 20:25:02 UTC,Potholes,2010-06-05 21:23:06 UTC,51.39933005,-2.356415919,Lambridge,"(51.39933005, -2.356415919)",23,226,4,1,57
Salt storage box needs replacing,https://www.fixmystreet.com/report/229542,2012-02-03 17:23:46 UTC,unconfirmed,,Roads/highways,2012-02-03 17:23:46 UTC,51.33455904,-2.30055845,Freshford,"(51.33455904, -2.30055845)",10,52,10,1,113
Parking,https://www.fixmystreet.com/report/283351,2012-10-11 10:58:35 UTC,confirmed,2012-10-11 11:00:16 UTC,Car parking,2012-10-11 11:00:16 UTC,51.36703075,-2.394253637,Southdown,"(51.36703075, -2.394253637)",27,448,15,1,84
Dangerous road !,https://www.fixmystreet.com/report/98297,2010-02-24 23:48:47 UTC,confirmed,2010-02-24 23:50:04 UTC,Potholes,2010-02-24 23:50:04 UTC,51.28625552,-2.457684242,Westfield,"(51.28625552, -2.457684242)",26,512,26,1,99
Footpath obstructed,https://www.fixmystreet.com/report/382114,2013-08-25 15:21:05 UTC,confirmed,2013-08-25 15:25:31 UTC,Pavements/footpaths,2013-08-25 15:25:31 UTC,51.31584657,-2.65208679,Compton Martin,"(51.31584657, -2.65208679)",4,87,21,1,32
Open Drain,https://www.fixmystreet.com/report/504338,2014-07-23 19:46:42 UTC,confirmed,2014-07-23 20:45:17 UTC,Other,2014-07-23 20:45:17 UTC,51.37318032,-2.378090379,Oldfield,"(51.37318032, -2.378090379)",31,355,14,1,65
Pothole right on the bend,https://www.fixmystreet.com/report/636260,2015-05-19 08:54:06 UTC,fixed - user,2015-05-19 08:55:11 UTC,Potholes,2015-06-17 06:40:01 UTC,51.399265,-2.459061,Saltford,"(51.399265, -2.459061)",17,422,16,1,80
Loose pavement,https://www.fixmystreet.com/report/256782,2012-06-11 13:42:11 UTC,confirmed,2012-06-11 13:45:07 UTC,Pavements/footpaths,2012-06-11 13:45:07 UTC,51.387127,-2.361441,Abbey,"(51.387127, -2.361441)",35,22,7,1,22
Rubbish in hedge,https://www.fixmystreet.com/report/431771,2014-02-01 10:41:42 UTC,fixed - user,2014-02-01 10:50:42 UTC,Flytipping,2014-03-04 21:56:48 UTC,51.347928,-2.63897,Chew Stoke,"(51.347928, -2.63897)",6,84,21,1,31
Sunken road filling,https://www.fixmystreet.com/report/123239,2010-07-06 17:06:48 UTC,unconfirmed,,Potholes,2010-07-06 17:06:48 UTC,51.36004532,-2.353228781,Combe Down,"(51.36004532, -2.353228781)",19,118,18,1,38
Two large holes dug in earth,https://www.fixmystreet.com/report/189247,2011-06-13 19:57:34 UTC,confirmed,2011-06-13 20:00:05 UTC,Potholes,2011-11-03 14:59:34 UTC,51.391502,-2.399365,Newbridge,"(51.391502, -2.399365)",29,312,8,1,18
Rubbish on pavement and in road,https://www.fixmystreet.com/report/478894,2014-05-28 08:56:34 UTC,fixed - user,2014-05-28 09:00:10 UTC,Rubbish (refuse and recycling),2014-06-02 19:47:38 UTC,51.38145674,-2.384413983,Westmoreland,"(51.38145674, -2.384413983)",32,578,13,1,103
Pothole around manhole cover,https://www.fixmystreet.com/report/451858,2014-03-09 18:16:27 UTC,confirmed,2014-03-09 18:20:15 UTC,Potholes,2014-03-09 18:20:15 UTC,51.365841,-2.345955,Widcombe,"(51.365841, -2.345955)",33,575,12,1,110
A-Boards obstructing footway,https://www.fixmystreet.com/report/390630,2013-09-27 20:26:28 UTC,confirmed,2013-09-27 20:30:30 UTC,Pavements/footpaths,2013-09-27 20:30:30 UTC,51.28936134,-2.458302782,Westfield,"(51.28936134, -2.458302782)",26,521,26,1,99
Poor Road suface,https://www.fixmystreet.com/report/169947,2011-03-01 22:44:21 UTC,confirmed,2011-03-01 22:45:02 UTC,Potholes,2011-03-01 22:45:02 UTC,51.36576121,-2.611256332,Chew Magna,"(51.36576121, -2.611256332)",6,80,21,1,31
Pothole on Riverside Path,https://www.fixmystreet.com/report/311994,2013-01-23 13:44:13 UTC,fixed - user,2013-01-23 13:45:21 UTC,Potholes,2013-02-20 14:01:19 UTC,51.384586,-2.376573,Kingsmead,"(51.384586, -2.376573)",34,205,9,1,115
Lamp not working,https://www.fixmystreet.com/report/298926,2012-12-18 09:05:33 UTC,unconfirmed,,Street lighting,2012-12-18 09:05:33 UTC,51.37513281,-2.369764655,Widcombe,"(51.37513281, -2.369764655)",33,565,12,1,112
Blocked ,https://www.fixmystreet.com/report/29820,2008-09-07 20:52:41 UTC,confirmed,2008-11-14 17:30:03 UTC,Other,2008-11-14 17:30:03 UTC,51.37713182,-2.512993788,Farmborough,"(51.37713182, -2.512993788)",8,123,16,1,41
Carriageway works done extremely poorly,https://www.fixmystreet.com/report/595963,2015-02-27 22:21:02 UTC,fixed - user,2015-02-27 22:25:18 UTC,Roads/highways,2015-03-28 09:33:57 UTC,51.299961,-2.494503,Paulton,"(51.299961, -2.494503)",13,372,23,1,67
Newly planted tree snapped by vandals,https://www.fixmystreet.com/report/411499,2013-12-14 15:55:53 UTC,fixed - user,2013-12-15 12:10:09 UTC,Roads/highways,2014-01-12 12:34:09 UTC,51.39873303,-2.39316855,Weston,"(51.39873303, -2.39316855)",20,541,5,1,106
Roadkill - Badger,https://www.fixmystreet.com/report/102018,2010-03-09 18:05:05 UTC,fixed,2010-03-09 18:10:03 UTC,Roads/highways,2010-03-12 00:11:48 UTC,51.40705297,-2.343822641,Bathavon North,"(51.40705297, -2.343822641)",1,51,10,1,25
Pothole in an old pothole,https://www.fixmystreet.com/report/443241,2014-02-20 08:35:37 UTC,fixed - user,2014-02-20 08:40:19 UTC,Potholes,2014-04-19 08:34:53 UTC,51.34024117,-2.651844841,Chew Stoke,"(51.34024117, -2.651844841)",6,84,21,1,31
Cattle slurry deposited,https://www.fixmystreet.com/report/127432,2010-08-03 12:04:36 UTC,confirmed,2010-08-03 12:10:02 UTC,Roads/highways,2011-04-15 13:08:45 UTC,51.38468309,-2.386804148,Kingsmead,"(51.38468309, -2.386804148)",34,208,9,1,54
Overflowing litter bin,https://www.fixmystreet.com/report/661048,2015-07-13 12:59:59 UTC,fixed - user,2015-07-13 14:20:25 UTC,Rubbish (refuse and recycling),2015-08-10 15:30:02 UTC,51.377565,-2.354745,Widcombe,"(51.377565, -2.354745)",33,564,12,1,111
Illegally parked white truck,https://www.fixmystreet.com/report/68362,2009-08-04 19:09:33 UTC,confirmed,2009-08-04 21:45:03 UTC,Car parking,2009-08-04 21:45:03 UTC,51.40737371,-2.485478152,Keynsham East,"(51.40737371, -2.485478152)",16,141,3,1,47
Bridge closure,https://www.fixmystreet.com/report/135133,2010-09-26 15:30:09 UTC,confirmed,2010-09-26 15:40:02 UTC,Road traffic signs,2010-10-26 10:55:14 UTC,51.38348615,-2.373272244,Kingsmead,"(51.38348615, -2.373272244)",34,205,9,1,115
Road sign causing unsafe crossing.,https://www.fixmystreet.com/report/566194,2015-01-08 09:22:27 UTC,confirmed,2015-01-08 09:25:23 UTC,Road traffic signs,2015-01-08 09:25:23 UTC,51.38579252,-2.429868693,Newton St Loe,"(51.38579252, -2.429868693)",9,68,22,1,28
Children's play roundabout faulty,https://www.fixmystreet.com/report/355452,2013-05-07 17:15:43 UTC,confirmed,2013-05-07 17:20:09 UTC,Parks/landscapes,2013-05-07 17:20:09 UTC,51.373334,-2.379165,Oldfield,"(51.373334, -2.379165)",31,350,14,1,64
Potholes,https://www.fixmystreet.com/report/427436,2014-01-24 11:46:36 UTC,fixed - user,2014-01-24 11:50:09 UTC,Potholes,2015-01-17 17:39:09 UTC,51.412372,-2.394083,Charlcombe,"(51.412372, -2.394083)",1,47,10,1,25
Fly Tipping,https://www.fixmystreet.com/report/239428,2012-03-17 14:13:51 UTC,confirmed,2012-03-17 14:15:05 UTC,Flytipping,2012-03-17 14:15:05 UTC,51.37625635,-2.590077434,Chew Magna,"(51.37625635, -2.590077434)",6,79,21,1,31
Water cascading across road,https://www.fixmystreet.com/report/144110,2010-11-22 07:25:31 UTC,fixed,2010-11-22 07:30:02 UTC,Roads/highways,2010-12-20 07:33:58 UTC,51.33177995,-2.409367125,Dunkerton and Tunley,"(51.33177995, -2.409367125)",9,65,22,1,28
Street lighting,https://www.fixmystreet.com/report/229285,2012-02-02 13:03:12 UTC,confirmed,2012-02-02 13:05:07 UTC,Street lighting,2012-02-02 13:05:07 UTC,51.30296,-2.500079,Paulton,"(51.30296, -2.500079)",13,371,23,1,67
Pothole next to manhole cover,https://www.fixmystreet.com/report/451860,2014-03-09 18:21:20 UTC,confirmed,2014-03-09 18:25:10 UTC,Potholes,2014-03-09 18:25:10 UTC,51.36829967,-2.346210096,Widcombe,"(51.36829967, -2.346210096)",33,558,12,1,110
Potholes,https://www.fixmystreet.com/report/208670,2011-10-21 12:09:41 UTC,fixed - user,2011-10-21 12:15:04 UTC,Potholes,2012-01-13 17:46:50 UTC,51.380442,-2.330673,Bathwick,"(51.380442, -2.330673)",22,580,12,1,29
Dumped car no tax,https://www.fixmystreet.com/report/5303,2007-06-13 14:09:42 UTC,unconfirmed,,Car parking,2007-06-13 14:09:42 UTC,51.37049105,-2.398655364,Southdown,"(51.37049105, -2.398655364)",27,443,15,1,83
Plastic recycling not collected,https://www.fixmystreet.com/report/539927,2014-11-02 09:10:21 UTC,fixed - user,2014-11-02 09:15:17 UTC,Rubbish (refuse and recycling),2015-10-01 09:15:51 UTC,51.389129,-2.363632,Lansdown,"(51.389129, -2.363632)",21,248,7,1,2
Overgrown hedges,https://www.fixmystreet.com/report/524074,2014-09-18 15:00:44 UTC,confirmed,2014-09-18 15:05:31 UTC,Roads/highways,2014-09-18 15:05:31 UTC,51.41871769,-2.513750418,Keynsham,"(51.41871769, -2.513750418)",24,161,1,1,48
Dangerous driving,https://www.fixmystreet.com/report/643856,2015-06-05 11:39:22 UTC,confirmed,2015-06-05 11:40:25 UTC,Roads/highways,2015-08-03 12:02:53 UTC,51.377352,-2.360697,Widcombe,"(51.377352, -2.360697)",33,567,12,1,109
Cardboard rubbish uncollected for weeks,https://www.fixmystreet.com/report/78788,2009-11-03 16:00:05 UTC,fixed,2009-11-03 16:05:03 UTC,Rubbish (refuse and recycling),2009-12-01 16:33:47 UTC,51.37663254,-2.354980477,Widcombe,"(51.37663254, -2.354980477)",33,572,12,1,111
Pothole,https://www.fixmystreet.com/report/452018,2014-03-09 21:55:09 UTC,confirmed,2014-03-09 22:00:10 UTC,Potholes,2014-03-09 22:00:10 UTC,51.40277554,-2.334294931,Lambridge,"(51.40277554, -2.334294931)",23,231,4,1,58
Japanese knotweed?,https://www.fixmystreet.com/report/118600,2010-06-10 11:34:50 UTC,fixed,2010-06-10 11:40:02 UTC,Parks/landscapes,2010-07-12 21:10:30 UTC,51.38561127,-2.393348223,Newbridge,"(51.38561127, -2.393348223)",29,322,8,1,17
Trainers over telephone wire,https://www.fixmystreet.com/report/65213,2009-07-10 16:12:48 UTC,fixed,2009-07-10 16:15:03 UTC,Other,2011-06-27 21:43:18 UTC,51.38287101,-2.368651795,Kingsmead,"(51.38287101, -2.368651795)",34,210,9,1,115
Light out of order,https://www.fixmystreet.com/report/2716,2007-04-20 09:31:30 UTC,fixed,2007-04-20 09:35:02 UTC,Street lighting,2007-06-15 19:45:15 UTC,51.3773276,-2.364766243,Widcombe,"(51.3773276, -2.364766243)",33,561,12,1,109
Apsley Road Sign Painted Out,https://www.fixmystreet.com/report/10288,2007-10-31 16:18:39 UTC,unconfirmed,,Street nameplates,2007-10-31 16:18:39 UTC,51.3879949,-2.395942099,Newbridge,"(51.3879949, -2.395942099)",29,315,8,1,16
A46 poor surface,https://www.fixmystreet.com/report/447661,2014-02-28 21:57:33 UTC,confirmed,2014-02-28 22:00:11 UTC,Potholes,2014-03-27 17:12:51 UTC,51.42574322,-2.3568906,Swainswick,"(51.42574322, -2.3568906)",1,51,10,1,25
30 mph warning sign not working,https://www.fixmystreet.com/report/203699,2011-09-20 12:28:12 UTC,confirmed,2011-09-20 12:30:11 UTC,Road traffic signs,2011-09-20 12:30:11 UTC,51.38707492,-2.398989621,Newbridge,"(51.38707492, -2.398989621)",29,317,8,1,17
Village Centre sign,https://www.fixmystreet.com/report/460420,2014-03-31 13:39:46 UTC,confirmed,2014-03-31 14:55:10 UTC,Road traffic signs,2014-05-06 11:47:38 UTC,51.39190408,-2.333529556,Bathampton,"(51.39190408, -2.333529556)",1,26,10,1,27
Long narrow pothole,https://www.fixmystreet.com/report/94733,2010-02-09 11:16:32 UTC,fixed,2010-02-09 13:55:05 UTC,Potholes,2010-05-04 15:20:35 UTC,51.33953841,-2.305658793,Bathavon South,"(51.33953841, -2.305658793)",10,53,10,1,113
Street light not working in Victoria Park,https://www.fixmystreet.com/report/91703,2010-01-27 09:46:43 UTC,confirmed,2010-01-27 09:50:06 UTC,Street lighting,2010-01-27 09:50:06 UTC,51.38595004,-2.373585916,Kingsmead,"(51.38595004, -2.373585916)",34,205,9,1,115
Path outside Currys.digital (dixons),https://www.fixmystreet.com/report/456,2007-03-08 10:38:15 UTC,confirmed,2007-03-08 11:30:07 UTC,Other,2008-05-26 08:14:54 UTC,51.3817036,-2.360320988,Abbey,"(51.3817036, -2.360320988)",35,10,7,1,20
Fly-tipping on Lilac Terrace,https://www.fixmystreet.com/report/222492,2012-01-06 12:53:11 UTC,confirmed,2012-01-06 12:55:05 UTC,Flytipping,2012-02-03 15:14:40 UTC,51.28949168,-2.474038261,Norton-Radstock,"(51.28949168, -2.474038261)",11,285,25,1,8
Railway path flooded,https://www.fixmystreet.com/report/441423,2014-02-17 13:34:54 UTC,confirmed,2014-02-17 13:35:15 UTC,Roads/highways,2014-02-17 13:35:15 UTC,51.38813,-2.416638,Newton St Loe,"(51.38813, -2.416638)",9,68,22,1,28
Railings protrude into road,https://www.fixmystreet.com/report/466288,2014-04-17 09:36:53 UTC,confirmed,2014-04-17 09:40:12 UTC,Roads/highways,2014-06-12 15:26:43 UTC,51.36826808,-2.631106001,Chew Magna,"(51.36826808, -2.631106001)",6,79,21,1,31
Brassmill Lane Potholes,https://www.fixmystreet.com/report/123641,2010-07-08 23:17:16 UTC,confirmed,2010-07-08 23:25:03 UTC,Potholes,2010-07-08 23:25:03 UTC,51.38452816,-2.399580387,Newbridge,"(51.38452816, -2.399580387)",29,321,8,1,17
Street light m588 on all the time,https://www.fixmystreet.com/report/465024,2014-04-13 08:10:33 UTC,fixed - user,2014-04-13 08:15:16 UTC,Street lighting,2014-05-14 09:15:30 UTC,51.2828973,-2.472715406,Westfield,"(51.2828973, -2.472715406)",26,520,26,1,100
Overhanging trees ,https://www.fixmystreet.com/report/185464,2011-05-20 09:36:41 UTC,fixed - user,2011-05-20 09:40:09 UTC,Pavements/footpaths,2011-09-03 18:38:03 UTC,51.385523,-2.388378,Kingsmead,"(51.385523, -2.388378)",34,208,9,1,54
Broken street light,https://www.fixmystreet.com/report/347926,2013-04-14 22:20:41 UTC,fixed - user,2013-04-14 22:50:09 UTC,Street lighting,2013-04-19 20:14:52 UTC,51.37250392,-2.40393607,Southdown,"(51.37250392, -2.40393607)",27,443,15,1,83
Lichen in Portland Place,https://www.fixmystreet.com/report/421770,2014-01-13 12:32:40 UTC,fixed - user,2014-01-13 12:35:14 UTC,Pavements/footpaths,2014-02-10 13:16:44 UTC,51.38913,-2.364275,Lansdown,"(51.38913, -2.364275)",21,248,7,1,2
Pot holes at Sunnyside Clutton Hill,https://www.fixmystreet.com/report/319687,2013-02-08 15:47:31 UTC,fixed - user,2013-02-08 15:50:31 UTC,Potholes,2013-03-12 12:30:25 UTC,51.33407526,-2.5241866,Clutton,"(51.33407526, -2.5241866)",5,95,20,1,34
Road markings,https://www.fixmystreet.com/report/139627,2010-10-25 00:37:35 UTC,confirmed,2010-10-25 00:40:03 UTC,Other,2010-11-22 16:53:03 UTC,51.37756137,-2.37303724,Widcombe,"(51.37756137, -2.37303724)",33,565,12,1,112
Deep potholes ,https://www.fixmystreet.com/report/100886,2010-03-05 21:53:44 UTC,fixed,2010-03-05 22:00:03 UTC,Potholes,2010-04-03 17:30:21 UTC,51.39868299,-2.458687366,Saltford,"(51.39868299, -2.458687366)",17,425,16,1,81
Dangerous pot holes,https://www.fixmystreet.com/report/157600,2011-01-21 18:06:52 UTC,fixed,2011-01-21 18:10:02 UTC,Potholes,2011-02-24 13:56:51 UTC,51.27931606,-2.4967582,Norton-Radstock,"(51.27931606, -2.4967582)",25,298,27,1,12
Rubbish in the street,https://www.fixmystreet.com/report/50759,2009-03-26 20:45:01 UTC,confirmed,2009-03-26 20:50:02 UTC,Rubbish (refuse and recycling),2009-04-24 17:56:25 UTC,51.37686361,-2.361569361,Widcombe,"(51.37686361, -2.361569361)",33,567,12,1,109
Surface dug up ,https://www.fixmystreet.com/report/111653,2010-04-24 14:41:39 UTC,fixed,2010-04-24 14:45:02 UTC,Pavements/footpaths,2010-05-23 11:26:03 UTC,51.38467806,-2.380282397,Kingsmead,"(51.38467806, -2.380282397)",34,206,9,1,54
Totally broken road surface,https://www.fixmystreet.com/report/112644,2010-05-01 09:44:32 UTC,confirmed,2010-05-01 09:45:03 UTC,Potholes,2010-05-29 14:35:18 UTC,51.39975825,-2.466895055,Saltford,"(51.39975825, -2.466895055)",17,434,16,1,82
Blocked gully opposite entrance to Hillside Farm,https://www.fixmystreet.com/report/116,2007-02-09 18:48:47 UTC,confirmed,2007-02-09 19:30:02 UTC,Other,2007-02-09 19:30:02 UTC,51.34107162,-2.306699139,Bathavon South,"(51.34107162, -2.306699139)",10,53,10,1,113
More Potholes,https://www.fixmystreet.com/report/55814,2009-04-28 16:43:43 UTC,fixed,2009-04-28 16:55:02 UTC,Potholes,2009-05-29 15:32:34 UTC,51.35556843,-2.364547694,Lyncombe,"(51.35556843, -2.364547694)",18,262,17,1,4
Pothole,https://www.fixmystreet.com/report/496013,2014-07-02 00:03:52 UTC,confirmed,2014-07-02 00:05:12 UTC,Potholes,2014-07-02 00:05:12 UTC,51.37786405,-2.351712327,Widcombe,"(51.37786405, -2.351712327)",33,564,12,1,111
Pothole,https://www.fixmystreet.com/report/443243,2014-02-20 08:37:21 UTC,fixed - user,2014-02-20 08:40:26 UTC,Potholes,2014-03-21 08:55:13 UTC,51.34525417,-2.642875534,Chew Stoke,"(51.34525417, -2.642875534)",6,84,21,1,31
Broken glass in cycle lane,https://www.fixmystreet.com/report/59237,2009-05-26 17:15:45 UTC,fixed,2009-05-26 21:20:02 UTC,Roads/highways,2009-07-20 11:10:49 UTC,51.36624461,-2.39384516,Southdown,"(51.36624461, -2.39384516)",27,448,15,1,84
New pothole,https://www.fixmystreet.com/report/168734,2011-02-26 10:25:28 UTC,confirmed,2011-02-26 10:30:02 UTC,Potholes,2011-02-26 10:30:02 UTC,51.32421032,-2.64473028,Compton Martin,"(51.32421032, -2.64473028)",4,87,21,1,32
Fridge fly tipping,https://www.fixmystreet.com/report/281307,2012-10-02 10:36:08 UTC,fixed - user,2012-10-02 10:50:09 UTC,Flytipping,2012-10-30 11:00:34 UTC,51.37973547,-2.357759633,Abbey,"(51.37973547, -2.357759633)",35,13,7,1,21
Poor road surface,https://www.fixmystreet.com/report/122121,2010-06-29 19:00:24 UTC,unconfirmed,,Potholes,2010-06-29 19:00:24 UTC,51.4005137,-2.30086238,Bathavon North,"(51.4005137, -2.30086238)",1,44,10,1,26
Electric fire dumped,https://www.fixmystreet.com/report/177913,2011-04-05 11:45:25 UTC,confirmed,2011-04-05 11:50:06 UTC,Flytipping,2011-05-03 16:33:56 UTC,51.388203,-2.396304,Newbridge,"(51.388203, -2.396304)",29,315,8,1,16
Bags of rubbish,https://www.fixmystreet.com/report/28021,2008-08-12 14:14:10 UTC,confirmed,2008-08-12 14:15:02 UTC,Flytipping,2008-11-05 11:27:21 UTC,51.39480928,-2.469409334,Saltford,"(51.39480928, -2.469409334)",17,427,16,1,82
This road needs fixing,https://www.fixmystreet.com/report/444917,2014-02-23 18:14:03 UTC,confirmed,2014-02-23 18:15:13 UTC,Potholes,2014-02-23 18:16:36 UTC,51.39200113,-2.388540667,Newbridge,"(51.39200113, -2.388540667)",29,316,8,1,16
Deep pothole,https://www.fixmystreet.com/report/96244,2010-02-16 20:59:47 UTC,fixed,2010-02-16 21:10:03 UTC,Potholes,2010-03-16 22:36:08 UTC,51.4007414,-2.456480692,Saltford,"(51.4007414, -2.456480692)",17,431,16,1,81
Broken manhole cover,https://www.fixmystreet.com/report/232988,2012-02-20 08:32:17 UTC,fixed - user,2012-02-20 11:10:06 UTC,Pavements/footpaths,2012-03-19 20:11:51 UTC,51.39217845,-2.320452753,Bathampton,"(51.39217845, -2.320452753)",1,28,10,1,27
Handrail inaccessible,https://www.fixmystreet.com/report/477288,2014-05-22 11:25:21 UTC,confirmed,2014-05-22 11:30:20 UTC,Pavements/footpaths,2014-11-12 10:33:24 UTC,51.389,-2.359807,Lansdown,"(51.389, -2.359807)",21,245,7,1,59
Hedge cutting,https://www.fixmystreet.com/report/253842,2012-05-28 10:02:39 UTC,fixed - user,2012-05-28 10:05:08 UTC,Roads/highways,2012-06-25 10:55:18 UTC,51.39206976,-2.54015093,Publow,"(51.39206976, -2.54015093)",7,398,20,1,74
