incident_number,datetime,ward,location,incident_category,type_0,type_1,type_2,type_3,x_coordinate,y_coordinate,unitary_authority,origin_of_call,property_category,property_type,is_primary_fire,cause_of_fire,is_property_derelict,is_property_occupied_at_the_incident,property_normally_occupied,is_fire_confined_to_chimney,how_fire_was_discovered,main_cause_of_fire,ignition_source,ignition_source_powered,item_first_damaged,item_responsible_for_spread_of_fire,main_action_by_other_than_frs,main_action_by_frs,special_service_type,road_traffic_collision,false_alarm_reason,victims_involved,were_alarm_systems_present,no_of_fatalities,no_of_fire_fatalities,no_of_injuries,no_of_rescues,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
002677-16052014,05/16/2014 09:23:19 AM +0000,FARMBOROUGH,"(51.35158159181407, -2.482433289425764)",False Alarm,Building,Dwelling,House - single occupancy,,366***,161***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,8,130,16,1,40
004799-20062014,06/20/2014 09:41:23 PM +0000,WIDCOMBE,"(51.3790597482288, -2.3390398454616075)",False Alarm,Outdoor,"Grassland, woodland and crops",Woodland/forest - broadleaf/hardwood,,376***,164***,BANES,Person (land line),Outdoor,"Outdoor > Grassland, woodland and crops > Woodland/forest - broadleaf/hardwood",,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Reported incident/Location not found,no,,,,,,22,77,12,1,29
016512-15122013,12/15/2013 12:19:10 PM +0000,BATHAVON NORTH,"(51.40599163990995, -2.353615773500605)",Fire,Building,Dwelling,House - single occupancy,,375***,167***,BANES,Person (land line),Dwelling,Building > Dwelling > House - single occupancy,no,Accidental,no,yes,Yes - occupied,yes,,,,,,,,,,no,,no,,,,,,1,47,10,1,25
017697-05012014,01/05/2014 08:17:24 AM +0000,TIMSBURY,"(51.33365706022013, -2.4678909710962382)",Special Service,Road Vehicle,Car,,,367***,159***,BANES,Ambulance,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,no,,,,,,14,456,16,1,88
002382-10052014,05/10/2014 02:32:41 PM +0000,KEYNSHAM SOUTH,"(51.41452086342165, -2.4830958377138144)",Fire,Building,Non Residential,Car Parks,Multi-Storey,366***,168***,BANES,Person (mobile),NonResidential,Building > Non Residential > Car Parks > Multi-Storey,yes,Deliberate ? unknown owner,no,don't know,Not known,no,Persons,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,Not known,None -> No firefighting,,no,,no,no,,,,,16,152,3,1,45
002821-18052014,05/18/2014 03:42:37 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Food and Drink,Other Restaurant/cafe - (licensed for sale of alcohol),375***,165***,BANES,Person (land line),NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - (licensed for sale of alcohol),,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,,36,498,6,1,96
019923-16022014,02/16/2014 04:24:29 AM +0000,COMBE DOWN,"(51.37002577927021, -2.3533384594150153)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,375***,163***,BANES,Police,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,,33,575,12,1,110
018066-11012014,01/11/2014 09:01:51 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Sporting venues,Leisure Centre,375***,165***,BANES,Person (mobile),NonResidential,Building > Non Residential > Sporting venues > Leisure Centre,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Other,no,,,,,,36,498,6,1,96
019745-13022014,02/13/2014 12:03:53 PM +0000,PAULTON,"(51.306564603993664, -2.496306501203432)",False Alarm,Building,Dwelling,Bungalow - single occupancy,,365***,156***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,13,375,23,1,69
022094-29032014,03/29/2014 03:30:29 PM +0000,RADSTOCK,"(51.297802336263274, -2.4388404326437576)",Fire,Building,Dwelling,House - single occupancy,,369***,155***,BANES,Person (land line),Dwelling,Building > Dwelling > House - single occupancy,no,Accidental,no,yes,Yes - occupied,yes,,,,,,,,,,no,,no,,,,,,12,406,24,1,76
016750-20122013,12/20/2013 01:10:55 AM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Special Service,Building,Other Residential,Hotel/motel,,375***,165***,BANES,Person (land line),OtherResidential,Building > Other Residential > Hotel/motel,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,no,,,,,,36,498,6,1,96
006912-19072014,07/19/2014 07:50:58 AM +0000,BATHAVON NORTH,"(51.44195727728756, -2.3538936621722892)",Special Service,Road Vehicle,Car,,,375***,171***,BANES,Police,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,yes,,0,0,2,0,,,,,
001792-30042014,04/30/2014 08:34:18 PM +0000,KEYNSHAM SOUTH,"(51.40540750597262, -2.5117528206738977)",False Alarm,Outdoor,"Grassland, woodland and crops",Scrub land,,364***,167***,BANES,Police,Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,,37,177,2,1,51
006653-16072014,07/16/2014 08:05:32 AM +0000,WESTMORELAND,"(51.38796447889967, -2.367847713155505)",False Alarm,Building,Non Residential,Retail,Vehicle sales,374***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Retail > Vehicle sales,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Chemicals/aerosols,no,,,,,,34,200,9,1,115
002714-16052014,05/16/2014 07:30:02 PM +0000,SALTFORD,"(51.40564460324016, -2.4542490651782036)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,368***,167***,BANES,Person (land line),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,17,426,16,1,80
006813-18072014,07/18/2014 09:35:34 AM +0000,BATHAVON NORTH,"(51.40585348936262, -2.3967445717211397)",Special Service,Outdoor,"Grassland, woodland and crops",Tree scrub (includes single trees not in garden),,372***,167***,BANES,Person (land line),Outdoor,"Outdoor > Grassland, woodland and crops > Tree scrub (includes single trees not in garden)",,,,,,,,,,,,,,,"Animal assistance incidents, Trapped Animal, Domestic e.g. Cat, Dog, Rodents, Horse, Bird, etc.",no,,no,,,,,,1,47,10,1,25
019449-08022014,02/08/2014 12:14:53 PM +0000,PAULTON,"(51.306564603993664, -2.496306501203432)",False Alarm,Building,Dwelling,Bungalow - single occupancy,,365***,156***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,,13,375,23,1,69
004181-11062014,06/11/2014 06:56:47 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,375***,165***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,36,498,6,1,96
005279-26062014,06/26/2014 06:41:33 PM +0000,CLUTTON,"(51.35133087075228, -2.5398690923595963)",Special Service,Road Vehicle,Car,,,362***,161***,BANES,Ambulance,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,1,0,5,94,20,1,34
003961-07062014,06/07/2014 06:11:56 PM +0000,KEYNSHAM EAST,"(51.414579274838495, -2.4687170538815075)",Fire,Outdoor,"Grassland, woodland and crops",Scrub land,,367***,168***,BANES,Person (mobile),Outdoor,"Outdoor > Grassland, woodland and crops > Scrub land",no,Deliberate ? others property,no,,,,,,,,,,,,,no,,no,,,,,,16,152,3,1,45
002200-06052014,05/06/2014 07:34:51 PM +0000,WALCOT,"(51.39700019568331, -2.3535463911730448)",Special Service,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,375***,166***,BANES,Person (mobile),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,"Effecting entry/exit, For medical case",no,,no,,,,,,36,500,6,1,93
007469-25072014,07/25/2014 07:29:26 PM +0000,CLUTTON,"(51.37823754380124, -2.55455375049904)",False Alarm,Building,Dwelling,House - single occupancy,,361***,164***,BANES,AFA from call centre,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,,7,399,20,1,74
002981-20052014,05/20/2014 06:26:29 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Food and Drink,Other Restaurant/cafe - (licensed for sale of alcohol),375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - (licensed for sale of alcohol),,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,36,498,6,1,96
006030-08072014,07/08/2014 11:23:00 PM +0000,RADSTOCK,"(51.297802336263274, -2.4388404326437576)",Special Service,Building,Dwelling,Self contained Sheltered Housing,,369***,155***,BANES,Person (mobile),Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,"Flooding, Other",no,,no,,,,,,12,406,24,1,76
002519-13052014,05/13/2014 04:08:12 PM +0000,SOUTHDOWN,"(51.37892701488056, -2.382143402571019)",Fire,Building,Other Residential,Residential Home,Retirement/Elderly,373***,164***,BANES,Person (land line),OtherResidential,Building > Other Residential > Residential Home > Retirement/Elderly,yes,Accidental,no,yes,Yes - occupied,no,Persons,Accidental;  Faulty fuel supplies - Electricity,"Electricity supply ->  Wiring, cabling, plugs",Electric,Not known,Not known,None,None -> No firefighting,,no,,no,yes,,,,,32,528,13,1,103
008092-02082014,08/02/2014 10:57:24 AM +0000,BATHAVON NORTH,"(51.42388409159653, -2.382518499038605)",Special Service,Road Vehicle,Car,,,373***,169***,BANES,Ambulance,RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make vehicle safe",yes,,no,,,,,,1,47,10,1,25
005211-25062014,06/25/2014 08:25:56 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Special Service,Outdoor,Other outdoors (including land),River/canal,,375***,165***,BANES,Police,Outdoor,Outdoor > Other outdoors (including land) > River/canal,,,,,,,,,,,,,,,"Rescue or evacuation from water, Person in water or at immediate risk of entering water, Person in river, canal, loch (open to the sea), sea or estuary or other waterway (moving water)",no,,no,,,,,,36,498,6,1,96
018989-30012014,01/30/2014 05:44:17 PM +0000,NEWBRIDGE,"(51.396909887464425, -2.3822933247234346)",False Alarm,Building,Dwelling,Self contained Sheltered Housing,,373***,166***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,20,546,5,1,107
018682-24012014,01/24/2014 08:31:06 PM +0000,KEYNSHAM NORTH,"(51.42345193748686, -2.4975722393895747)",Fire,Outdoor,Outdoor structures,Wheelie bin,,365***,169***,BANES,Police,OutdoorStructure,Outdoor > Outdoor structures > Wheelie bin,no,Deliberate ? others property,no,,,,,,,,,,,,,no,,no,,,,,,24,161,1,1,48
008252-04082014,08/04/2014 11:16:33 PM +0000,WIDCOMBE,"(51.37901726536445, -2.353407734154723)",Fire,Road Vehicle,Motorcycle,,,375***,164***,BANES,Person (land line),RoadVehicle,Road Vehicle > Motorcycle,yes,Deliberate  unknown owner,no,,,,Persons,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not known,Not known,Not known,Fire extinguisher,,,no,,no,,,,,,33,564,12,1,111
003375-27052014,05/27/2014 09:47:25 PM +0000,BATHAVON NORTH,"(51.39712243762106, -2.3104257253397282)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,378***,166***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,1,45,10,1,24
021415-17032014,03/17/2014 11:05:55 AM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Sporting venues,Gym,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Sporting venues > Gym,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,,36,498,6,1,96
015894-02122013,12/02/2013 11:21:34 PM +0000,KEYNSHAM EAST,"(51.414579274838495, -2.4687170538815075)",False Alarm,Building,Non Residential,Retail,Petrol station,367***,168***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Retail > Petrol station,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Other,no,,,,,,16,152,3,1,45
015988-04122013,12/04/2013 06:08:29 PM +0000,KINGSMEAD,"(51.38796447889967, -2.367847713155505)",Special Service,Outdoor,Other outdoors (including land),Cycle path/public footpath/bridleway,,374***,165***,BANES,Other,Outdoor,Outdoor > Other outdoors (including land) > Cycle path/public footpath/bridleway,,,,,,,,,,,,,,,"Assist other agencies, Assistance to other agencies",no,,yes,,0,0,1,0,34,200,9,1,115
017144-25122013,12/25/2013 11:04:21 PM +0000,MIDSOMER NORTON NORTH,"(51.29769126723163, -2.467525054976255)",Special Service,Building,Dwelling,House - single occupancy,,367***,155***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For able bodied person not in distress",no,,no,,,,,,12,421,24,1,76
002910-19052014,05/19/2014 04:07:45 PM +0000,WESTFIELD,"(51.29774767997066, -2.4531827666834336)",Fire,Outdoor,"Grassland, woodland and crops",Hedge,,368***,155***,BANES,Person (land line),Outdoor,"Outdoor > Grassland, woodland and crops > Hedge",no,Accidental,no,,,,,,,,,,,,,no,,no,,,,,,12,421,24,1,76
000159-03042014,04/03/2014 04:18:02 PM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Education,Pre School/nursery,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Education > Pre School/nursery,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,36,498,6,1,96
020036-18022014,02/18/2014 09:17:56 AM +0000,NEWBRIDGE,"(51.39686208930832, -2.396666734023643)",Special Service,Outdoor,Other outdoors (including land),Cycle path/public footpath/bridleway,,372***,166***,BANES,Person (mobile),Outdoor,Outdoor > Other outdoors (including land) > Cycle path/public footpath/bridleway,,,,,,,,,,,,,,,"Flooding, Advice only",no,,no,,,,,,20,543,5,1,108
020308-24022014,02/24/2014 06:38:56 AM +0000,ABBEY,"(51.39700019568331, -2.3535463911730448)",Special Service,Road Vehicle,Car,,,375***,166***,BANES,Person (running call),RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Make scene safe",yes,,no,,,,,,36,500,6,1,93
016321-11122013,12/11/2013 08:32:14 PM +0000,HIGH LITTLETON,"(51.32454742495751, -2.4965006769392533)",False Alarm,Outdoor,"Grassland, woodland and crops","Grassland, pasture, grazing etc",,365***,158***,BANES,Person (mobile),Outdoor,"Outdoor > Grassland, woodland and crops > Grassland, pasture, grazing etc",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,,14,456,16,1,88
020512-28022014,02/28/2014 10:43:57 AM +0000,BATHAVON NORTH,"(51.432965888870484, -2.3538241360510432)",False Alarm,Outdoor,"Grassland, woodland and crops",Private/Domestic garden/allotment (vegetation not equipment/building),,375***,170***,BANES,Police,Outdoor,"Outdoor > Grassland, woodland and crops > Private/Domestic garden/allotment (vegetation not equipment/building)",,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Controlled burning,no,,,,,,1,34,10,1,25
017570-02012014,01/02/2014 07:28:47 PM +0000,CHEW VALLEY NORTH,"(51.36903437437859, -2.5975380603346125)",False Alarm,Building,Dwelling,Bungalow - single occupancy,,358***,163***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,6,79,21,1,31
003524-30052014,05/30/2014 06:37:45 PM +0000,LANSDOWN,"(51.39700019568331, -2.3535463911730448)",Special Service,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,4 to 9 storeys,375***,166***,BANES,Person (mobile),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,yes,,0,0,0,1,36,500,6,1,93
001572-26042014,04/26/2014 04:22:50 PM +0000,BATHAVON NORTH,"(51.39712243762106, -2.3104257253397282)",False Alarm,Building,Non Residential,Sports pavilion/shower block/changing facility,,378***,166***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Sports pavilion/shower block/changing facility,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Steam,no,,,,,,1,45,10,1,24
000900-15042014,04/15/2014 02:52:17 PM +0000,WALCOT,"(51.39700019568331, -2.3535463911730448)",False Alarm,Outdoor,Other outdoors (including land),Cycle path/public footpath/bridleway,,375***,166***,BANES,Person (running call),Outdoor,Outdoor > Other outdoors (including land) > Cycle path/public footpath/bridleway,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,,36,500,6,1,93
020547-01032014,03/01/2014 01:16:21 AM +0000,WESTMORELAND,"(51.38791845815606, -2.382218344259114)",Special Service,Building,Dwelling,House - single occupancy,,373***,165***,BANES,Person (land line),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Flooding, Advice only",no,,no,,,,,,34,202,9,1,54
018833-27012014,01/27/2014 01:37:41 PM +0000,KEYNSHAM NORTH,"(51.41439874940084, -2.5118532566988687)",False Alarm,Building,Dwelling,House - single occupancy,,364***,168***,BANES,Police,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,,24,163,1,1,50
002643-15052014,05/15/2014 04:16:56 PM +0000,WALCOT,"(51.39700019568331, -2.3535463911730448)",Fire,Building,Dwelling,Self contained Sheltered Housing,,375***,166***,BANES,Person (mobile),Dwelling,Building > Dwelling > Self contained Sheltered Housing,yes,Accidental,no,no,Yes - occupied,no,Persons,Accidental;  Cooking - chip pan/deep fat fryer,Cooking appliance -> Cooker incl oven,Electric,Food -> Cooking oil or fat,Food -> Cooking oil or fat,None,,,no,,no,don't know,,,,,36,500,6,1,93
015835-02122013,12/02/2013 07:05:29 AM +0000,PAULTON,"(51.306564603993664, -2.496306501203432)",False Alarm,Building,Dwelling,House - single occupancy,,365***,156***,BANES,Person (land line),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,13,375,23,1,69
017209-27122013,12/27/2013 07:01:25 AM +0000,WIDCOMBE,"(51.38796447889967, -2.367847713155505)",False Alarm,Building,Dwelling,House - single occupancy,,374***,165***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,34,200,9,1,115
