Image,GPSLocationAltitude,GPSLocationAccuracy,VillageWard,AccessStreet,LocationDescription,AssetNo,BinType,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_ugAoM.jpg,133,10,West Harptree,A368 Bath Rd.,Junction of Bath Rd and Bristol Rd. In bus shelter.,Unknown,Other,"(51.308967, -2.631535)",2,274,21,1,6
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgqcjMwgoM.jpg,58.7,10,Lansdown,Rivers Street,Junction of Rivers Street with Catharine Place,LB0342,Jubilee,"(51.387807, -2.365444)",35,20,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-yAkM.jpg,100,10,City Centre,Corn street,Corner of Avon street car park,0,Other,"(51.379191, -2.362149)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy5b2kgkM.jpg,189,10,Clandown,Duchy road,Play area,0,Knight,"(51.303173, -2.460685)",12,405,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs-rf0QkM.jpg,73,10,Keynsham,High street,Outside front of Keynsham church by bus stop,0,Jubilee,"(51.417116, -2.499301)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq6Dr0wgM.jpg,128,10,Camerton,Daglands,Camerton  Daglands play area,Unknown,Knight,"(51.318116, -2.461786)",9,63,22,1,28
,169.1,5,Odd Down,Bloomfield Road,"Gravel track by entrance to cycle track, just past the houses",LB0151,,"(51.363112, -2.37673)",18,259,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk_uCtgkM.jpg,78,10,,Broad street,Broad street post office,0,Big Belly,"(51.383494, -2.359914)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__NywoM.jpg,86.971096,10,Midsomer Norton,MSN high street,"MSN, The Island outside the cafe",LB0022,Jubilee,"(51.285422, -2.483295)",25,305,27,1,13
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA64nW-goM.jpg,150,10,,Pullmead road,Junc of pullmead road and Garrick road,0,Knight,"(51.377443, -2.404682)",28,475,11,1,90
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9qugAkM.jpg,194,10,Farmborough,A39 loves lane,Loves lane. Farmborough,Unknown,Other,"(51.342992, -2.493979)",8,128,16,1,40
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgwa-2wgkM.jpg,186.7,5,Bannerdown,Bannerdown Common Layby,In the middle of the layby by the metal posts,LB0283,Leafield,"(51.418681, -2.298216)",1,34,10,1,25
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq7Ww3gkM.jpg,124,10,,Cavendish road,Junc Cavendish road with Cavendish cresant,0,Knight,"(51.391626, -2.369986)",21,238,7,1,1
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu8HiiwsM.jpg,138,10,Keynsham,Longmeadow road,Opposite the Charlton pub,0,Jubilee,"(51.40617, -2.510868)",37,175,2,1,51
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsd2CtAoM.jpg,17,5,Lower Weston,Locksbrook Road,"From Ashmans Yard, along riverbank at the end of the path",LB0292,Leafield,"(51.38213, -2.391518)",29,308,8,1,15
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA09eggwkM.jpg,222,10,Twerton,Mount road,Twerton roundhill,0,,"(51.36919, -2.394995)",27,442,15,1,83
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8TZkAkM.jpg,137,10,Southdown,Englishcombe lane,Entrance to moorfields park from englishcombe lane,0,,"(51.367485, -2.376265)",31,344,14,1,65
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Sb1QsM.jpg,40,10,Saltford,Lansdown Road,"Bottom of Lansdown Road, Saltford, by meeting room",Unknown,Other,"(51.403325, -2.458592)",17,430,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAt-aovgoM.jpg,28.9,10,Lambridge,London Road,Lambridge Bus Stop next to bench,LB0233,Jubilee,"(51.395456, -2.343919)",23,230,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b58goM.jpg,90,30,Larkhall,Holland road,Holland road by st saviours church,0,Knight,"(51.395376, -2.346822)",23,214,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_6z7wsM.jpg,127,10,Widcombe,Holloway,Holloway nos 12-74,0,Brunel,"(51.376431, -2.362505)",33,571,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9OStAkM.jpg,144,10,Bishop Sutton,Wick road,To front of village hall.,Unknown,Knight,"(51.33165, -2.599362)",4,92,21,1,33
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8mrzgsM.jpg,150,10,City Centre,George street,George street Near junc with Bartlett street,0,Big Belly,"(51.385068, -2.361487)",35,4,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA086CoAsM.jpg,31.2,10,Keynsham,The Labbots,by Temple Court Car Park in walkway by bench,LB0081,Jubilee,"(51.413673, -2.498825)",37,181,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9SpogoM.jpg,79,10,City Centre,Green park road,Avon street car park exit,0,Other,"(51.378522, -2.362403)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29TbuwoM.jpg,89,10,Keynsham,Station road,Opposite junc with pool Barton and station road,0,Knight,"(51.41793, -2.498455)",24,172,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7i16gkM.jpg,43,10,City Centre,Charlotte street,Area D of Charlotte street car park,0,Other,"(51.384723, -2.368451)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgwcjl-AoM.jpg,40.2,10,Weston,A431 - Newbridge Hill,At Chelsea Road bus stop,LB0195,Jubilee,"(51.385674, -2.388501)",34,208,9,1,54
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5aTmwoM.jpg,142,10,Batheaston,Catherine's way,By phone box and post box,0,Knight,"(51.40868, -2.3158)",1,37,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9KN3ggM.jpg,111,10,Bathampton,Warminster road,Junc of trossaches drive and warminster road,0,Knight,"(51.390451, -2.338676)",22,71,12,1,29
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5mO8wgM.jpg,235,10,Combe Down,Sedgemoor road,Sedgemoor road green space,0,,"(51.361027, -2.360999)",19,121,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg4er84gkM.jpg,22.2,10,Corston,A4 Bristol Road,Bus stop on junction of Corston Lane,LB0287,Leafield,"(51.390953, -2.438205)",8,125,16,1,41
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_mB1wkM.jpg,70,30,Keynsham,Bristol road,Old vicarage green by bench,0,Knight,"(51.417643, -2.500123)",24,173,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgmdqBrQkM.jpg,21.6,10,City Centre/ Widcombe,A36,Half Penny Bridge Widcombe end,LB0352,Jubilee,"(51.376771, -2.356271)",33,564,12,1,111
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LO1QsM.jpg,42.8,10,City Centre,The Paragon,"The Paragon, central bin",LB0113,Leafield,"(51.386652, -2.359952)",35,17,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27GsyQoM.jpg,69,30,Walcot,Kensington Meadows,The Meadows,0,Knight,"(51.391855, -2.348979)",36,489,6,1,95
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg8cKDnwoM.jpg,34.3,5,Keynsham,Chandag Road,Footpath behind shops by Pharmacy,LB0282,Leafield,"(51.408622, -2.487699)",16,157,3,1,45
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu52i-QsM.jpg,119.4,5,Paulton,Hallatrow Road,By bus stop at junction with Paper Lane,LB0070,Jubilee,"(51.307541, -2.506266)",13,364,23,1,68
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh4TuoQsM.jpg,116,10,Saltford,A4,Saltford shopping parade by jade garden take away,0,Knight,"(51.401651, -2.456795)",17,422,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi7XD6woM.jpg,80,10,City Centre,Charlotte street,End of Charlotte street car park area E,0,Other,"(51.385021, -2.369842)",34,205,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA88bBhQoM.jpg,169,10,Radstock,Fortescue road,By chip shop,0,Other,"(51.292299, -2.44724)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0_zExAgM.jpg,35.2,5,Bathampton,Tyning Road,Bathampton Canal Path nr Primary School,LB0102,Leafield,"(51.397173, -2.319853)",1,31,10,1,24
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsZb3mggM.jpg,51.8,5,Oldfield,Monksdale Road,Sandpits Play Area top gate entrance,LB0306,Leafield,"(51.372466, -2.380058)",31,350,14,1,64
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsYawtwsM.jpg,25.3,10,Keynsham,Keynsham Memorial Park,"By footpath to High Street, next to Multisports Courts",LB0295,Leafield,"(51.415908, -2.497812)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5u5kgkM.jpg,76,10,Oldfield Park,Victoria terrace,End of Victoria terrace by rail path,0,Knight,"(51.379171, -2.378049)",33,560,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9fX2woM.jpg,71,10,City Centre,Green park road,2B by exit sign on Avon street multistorey car park,0,Other,"(51.378807, -2.363218)",35,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_C5nwoM.jpg,22.7,10,,Upper Bristol Road,Outside Phase One Health And Fitness,LB0044,Jubilee,"(51.384573, -2.37424)",34,205,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA276hzAsM.jpg,100,10,Keynsham,Manor road,Off manor road in woods,0,Knight,"(51.40199, -2.482155)",16,149,3,1,44
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bf_ggM.jpg,163,10,Midsomer Norton,Sunneymead,Green line cycle way at the bottom of sunneymead,0,Knight,"(51.291288, -2.492172)",11,281,25,1,10
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2bPEjgsM.jpg,61.7,10,Lansdown,Rivers Street,Junction of Rivers Street and Russell Street,LB0341,Jubilee,"(51.387533, -2.363459)",35,18,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-92PmwkM.jpg,137,10,Midsomer Norton,Beaufort avenue,Greenaway off Beaufort avenue,0,Knight,"(51.291132, -2.484223)",11,288,25,1,9
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-yAoM.jpg,266,10,Combe Down,Horsecombe Grove,Left of path down from horsecombe,0,,"(51.357891, -2.355202)",19,104,18,1,38
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bzlAsM.jpg,52,30,City Centre,Avon street,Outside cafe,0,Other,"(51.380062, -2.363461)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2-ma2wsM.jpg,100,30,Whitchurch,A37,Hursley Hill,Unknown,Knight,"(51.386322, -2.550406)",7,399,20,1,74
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk_uC9ggM.jpg,320,30,City Centre,Abbey square,Roman baths kitchen,0,Big Belly,"(51.37932, -2.360816)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsaHVgwoM.jpg,72.1,5,Whitchurch,A37,Opposite The Witheys by the bus stop,LB0076,Jubilee,"(51.407361, -2.558843)",7,402,20,1,75
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__NiwkM.jpg,19.9,5,Bathwick,North Parade Road,"North Parade Road, Sports Centre Steps",LB0038,Jubilee,"(51.380865, -2.354145)",33,564,12,1,111
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4yr-AkM.jpg,17.6,5,City Centre,Pulteney Bridge,Bottom of stepsfrom Pulteney bridge,BB,Big Belly,"(51.38295, -2.357226)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsd2C1AgM.jpg,161.3,10,Combe Down,The Avenue,Inside Firs Field play area in between the seats,LB0329,Leafield,"(51.361342, -2.345771)",19,109,18,1,37
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICguYSepwoM.jpg,40.9,10,Twerton,Freeview Road,Freeview Road off of Watery Lane,LB0386,Jubilee,"(51.379684, -2.398723)",28,467,11,1,92
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2ZeF6wsM.jpg,30.7,10,Oldfield Park,Moorland Road,Outside Dorothy House Hospice Care Shop by Maybrick Road bus stop,LB0383,Jubilee,"(51.377432, -2.379333)",31,346,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggf_z5ggM.jpg,48.2,5,Twerton,Lymore Avenue,Brickfields Play Area,LB0187,Jubilee,"(51.376565, -2.387175)",32,532,13,1,101
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgod7h-wsM.jpg,31.6,5,Walcot,London Road,Outside Flames Takeaway on corner by traffic lights,LB0227,Jubilee,"(51.390212, -2.356648)",36,485,6,1,96
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsYawtwoM.jpg,89,5,Midsomer Norton,B3355,Outside Natwest Bank,LB0213,Jubilee,"(51.285867, -2.483675)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bfgQoM.jpg,162,10,Haydon,Kilmerston road,Grovewood road by bus stop,0,Other,"(51.283775, -2.449814)",12,419,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_uoAgM.jpg,130,10,Keynsham,Cedar drive,Opposite #9,0,Knight,"(51.406208, -2.508661)",37,191,2,1,51
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsdfuuAkM.jpg,159.6,10,Odd Down,Frome Road,Outside Red Lion car park,LB0203,Jubilee,"(51.358978, -2.376818)",30,331,19,1,60
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Sb9QkM.jpg,16.4,5,Keynsham,B1136,"Keynsham Memorial Park, path up from main gate by bench",LB0176,,"(51.414889, -2.495748)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-mAkM.jpg,195,10,Westfield,Chaucer close,End of Chaucer close,0,Knight,"(51.283406, -2.475013)",26,513,26,1,100
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2dCY1AoM.jpg,30.4,5,Bathwick,Beckford Gardens,Forester Road bus stop,LB0346,Jubilee,"(51.387198, -2.350185)",36,499,6,1,96
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5DYuAkM.jpg,148,10,Larkhall,Charlcombe lane,Larkhall rec play area,0,Knight,"(51.399826, -2.34736)",23,218,4,1,56
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0_zExAoM.jpg,64.4,5,Keynsham,Longmeadow Road,"Cherry Tree Bus Stop, Longmeadow Road Keynsham",LB0084,Leafield,"(51.40654, -2.512174)",37,175,2,1,51
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_uoAoM.jpg,87,10,Saltford,Chelwood road,Chelwood road play area,0,Knight,"(51.406002, -2.461066)",17,428,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA64nW4QkM.jpg,56.6,5,Bathford,Main road,"Bathford, behind Rugby Club, on Bridleway",LB0097,Other,"(51.401457, -2.300472)",1,41,10,1,26
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9SpogkM.jpg,116,10,City Centre,Green park road,"Junc of ambury, broad quay and green park road",0,Brunel,"(51.377713, -2.361999)",33,561,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4-sjAoM.jpg,66,30,Newbridge,Brassmill lane,Brassmill lane play area,0,Knight,"(51.383207, -2.398182)",29,321,8,1,17
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0-Wz5wgM.jpg,139,10,Radstock,Old bath road,Junc waldegrave road and old bath road,0,Brunel,"(51.293406, -2.446274)",12,415,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk_uClgoM.jpg,115,10,Bathwick,North parade road,North parade road near road turn off to leisure centre,0,Other,"(51.380753, -2.352775)",33,562,12,1,111
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_7zgAoM.jpg,117,10,Chew Stoke,Stoke Hill (B3114),Layby at Herons Bridge,Unknown,Jubilee,"(51.331533, -2.640772)",6,84,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bf0QgM.jpg,122,10,Oldfield Park,Moorlands road,Moorlands school bus stop,0,Knight,"(51.370661, -2.376268)",31,355,14,1,65
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9m0vgsM.jpg,199,10,Peasedown St John,Wellow lane,junc Braysdown lane,Unknown,Knight,"(51.310997, -2.42555)",15,377,22,1,72
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4fp-goM.jpg,122,10,Southdown,The hollow,"Brick fields park, entrance from the hollow by basketball court",0,Knight,"(51.376958, -2.388156)",32,532,13,1,101
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA687lywsM.jpg,78,10,City Centre,Charlotte street,Charlotte street car park area B pay and display,0,Other,"(51.384345, -2.368682)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA66nG6wsM.jpg,-2,30,Lansdown,Belvedere,Hedgemead park beyond playground on right fork,0,Knight,"(51.38832, -2.359861)",35,15,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA85_C1QgM.jpg,105,10,Keynsham,Ashton way,"Ashton way car park, outside girl guides hut",0,Other,"(51.414775, -2.499344)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-o4QkM.jpg,130,10,Bathford,Dovers park,Mountain wood play space,0,Knight,"(51.397907, -2.302527)",1,46,10,1,24
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29GR7wgM.jpg,197,50,Monkton Combe,Church lane,Church lane   monkton combe opp school,Unknown,,"(51.35799, -2.32601)",10,56,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA8-_epwgM.jpg,119,10,Keynsham,St Francis road,St Francis road junc,0,,"(51.416282, -2.505713)",24,160,1,1,50
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eMmAkM.jpg,213,10,Bear Flat,Shakespeare road,Alexandra park between entrance and sch,0,Knight,"(51.37316, -2.360807)",33,575,12,1,110
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29GR3wgM.jpg,183,10,Timsbury,High street,Timsbury. Church hill and high street,Unknown,,"(51.325916, -2.478078)",14,460,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6G_hAoM.jpg,216,10,High Littleton,Greyfields,Woodlands end of grey field rd hlgh littleton,Unknown,Knight,"(51.325055, -2.518295)",3,137,23,1,42
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu-f08woM.jpg,86,30,Newbridge,Rudmore park,Rudmore park litter bin,0,Other,"(51.385595, -2.398586)",29,320,8,1,17
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bboAsM.jpg,63,10,Batheaston,High street,Batheastern stambridge bath bound bus stop opposite George & dragon pub,0,,"(51.405356, -2.317933)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ozQoM.jpg,84.930141,10,Midsomer Norton,MSN high street,MSN high street outside post office,LB0018,Jubilee,"(51.285734, -2.482542)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9m0wQsM.jpg,146,10,Keynsham,Queens road,End of Ludlow close by playing field,0,Knight,"(51.410692, -2.509339)",24,165,1,1,48
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgqcjA4goM.jpg,30.1,10,Lower Swainswick,Gloucester Road,Alice Park recycling unit near toilets,LB0338,Jubilee,"(51.397964, -2.341023)",23,220,4,1,58
